node,gate_mean,gate_std,deviation_mean,deviation_std,error_mean,error_std
181,0.5031402507141559,0.002954759183698533,0.5740311340519981,0.6145123859313131,18.004255106640557,24.402998532278968
182,0.5019356278955501,0.0022554409874665764,0.2949715297065512,0.27872370199000196,8.672313491654222,18.177144856570393
183,0.5016067226872827,0.0017703024459340072,0.3210405909057951,0.3872694650301968,9.235702363087313,20.319674176767958
184,0.5022272765375402,0.002383651007013295,0.27310702388739067,0.24383836403966422,7.84404716094915,17.787148761191883
185,0.5020267221005293,0.003355999096967023,0.3311623751203509,0.3020143546068862,8.477594029015869,17.951127299229597
186,0.5016359618458435,0.0030145072134951413,0.30625509808533385,0.2643940653300395,8.868875531871824,17.891541923512868
187,0.5012951387628152,0.003876903469255887,0.4511808066211478,0.34061342177390497,9.301525042248468,15.924880172163627
188,0.5023696720687142,0.003149767557639728,0.3150618664017559,0.27129764120119326,9.1252808454611,18.043273908991726
189,0.5023937344377059,0.002184632117896493,0.3587106405296465,0.4363107947699233,10.905707972728424,20.943732785160186
190,0.500590469715369,0.002934381303338862,0.3505699658350353,0.2736754943986329,9.678653961515774,17.937435102394375
191,0.5024514152011732,0.003216903934688533,0.36817688841019236,0.28270588945373654,9.757037085581869,15.84315540082945
192,0.5020678541086016,0.0028583278876321205,0.32724539817684756,0.2503947053291142,8.905833609086754,17.259893793848303
193,0.501869327186668,0.003231343022912222,0.37897542786424177,0.27424753832965215,8.956675772666932,15.312537015610703
194,0.5022507933282504,0.0030030322017288408,0.3393617950042669,0.25386480603850564,9.401306933173299,16.17386030451134
195,0.5022809260779053,0.003069902905085137,0.34076077339422967,0.29516375898738123,9.592812932808034,18.550991613726282
196,0.5012543262530418,0.0021518474853576674,0.42071775861030075,0.4841978591347796,7.549168493451863,11.374993588050064
197,0.5003120637810143,0.002001829835248808,0.3583825211020282,0.366180444598216,7.0123738185854725,11.58791555929205
198,0.5022426974512365,0.002560752054869744,0.30274433772929393,0.2896434551046143,8.444161224574069,18.588030530914306
199,0.5018767973628357,0.0028699858609485384,0.3435271059248569,0.27846386174496934,8.880151767139017,17.52801494762259
200,0.5011162870643783,0.0018265421078474534,0.2782417177283851,0.25088956658913913,8.050947041302702,17.870531690433168
201,0.5020397924854808,0.0023842988618612945,0.28931712272828514,0.27138927361619986,8.165439273440924,18.35679323352005
202,0.501077670807386,0.0019325842300444802,0.26326330737475934,0.22967690418930062,7.829254310774977,17.574563798136364
203,0.5021138558335548,0.0022623723975226675,0.28150006781529335,0.2989276300045768,8.013179007411873,19.027459815153215
204,0.5016678796545433,0.002328258134817736,0.29539739315527197,0.22754828794150211,8.472955250078744,16.919120284985368
205,0.500820216506067,0.0030120056332854717,0.3305957146456642,0.28544264016453086,10.016164344175019,18.63717329981071
206,0.5006185161980399,0.0039057559388862052,0.47029263030873597,0.36130495788917955,9.38030086461645,16.728071453467724
